tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,2243,0,live,FGA,Fib2,fibrinogen alpha chain,"fibrinogen alpha chain|fibrinogen, A alpha polypeptide",4q31.3,4,NC_000004.12,154583126,154590742,minus,6,134820
9606,Homo sapiens,5228,0,live,PGF,"D12S1900L, PIGF, PLGF, PlGF-2, SHGC-10760, PGF",placental growth factor,"placenta growth factor|placental growth factor, vascular endothelial growth factor-related protein",14q24.3,14,NC_000014.9,74941830,74955764,minus,7,601121
9606,Homo sapiens,5176,0,live,SERPINF1,"EPC-1, OI12, OI6, PEDF, PIG35",serpin family F member 1,"pigment epithelium-derived factor|alpha-2 antiplasmin|cell proliferation-inducing gene 35 protein|serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1|serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1|testis tissue sperm-binding protein Li 70n",17p13.3,17,NC_000017.11,1761925,1777574,plus,9,172860
9606,Homo sapiens,5327,0,live,PLAT,"T-PA, TPA","plasminogen activator, tissue type",tissue-type plasminogen activator|alteplase|plasminogen/activator kringle|reteplase|t-plasminogen activator,8p11.21,8,NC_000008.11,42174718,42207565,minus,14,173370
9606,Homo sapiens,149233,0,live,IL23R,,interleukin 23 receptor,interleukin-23 receptor|IL-23 receptor,1p31.3,1,NC_000001.11,67138639,67259979,plus,13,607562
9606,Homo sapiens,6382,0,live,SDC1,"CD138, SDC, SYND1, syndecan",syndecan 1,syndecan-1|CD138 antigen|heparan sulfate proteoglycan fibroblast growth factor receptor|syndecan proteoglycan 1,2p24.1,2,NC_000002.12,20200797,20225433,minus,9,186355
9606,Homo sapiens,947,0,live,CD34,,CD34 molecule,hematopoietic progenitor cell antigen CD34|CD34 antigen,1q32.2,1,NC_000001.11,207880972,207911125,minus,8,142230
9606,Homo sapiens,6678,0,live,SPARC,"BM-40, OI17, ON, ONT",secreted protein acidic and cysteine rich,"SPARC|basement-membrane protein 40|secreted protein, acidic, cysteine-rich (osteonectin)",5q33.1,5,NC_000005.10,151661096,151686915,minus,10,182120
9606,Homo sapiens,7295,0,live,TXN,"TRDX, TRX, TRX1",thioredoxin,thioredoxin|ADF|ATL-derived factor|SASP|TXN delta 3|surface-associated sulphydryl protein|testicular tissue protein Li 199|thioredoxin delta 3,9q31.3,9,NC_000009.12,110243810,110256507,minus,5,187700
9606,Homo sapiens,6597,0,live,SMARCA4,"BAF190, BAF190A, BRG1, CSS4, MRD16, RTPS2, SNF2, SNF2-beta, SNF2L4, SNF2LB, SWI2, hSNF2b","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",transcription activator BRG1|ATP-dependent helicase SMARCA4|BRG1-associated factor 190A|BRM/SWI2-related gene 1|SNF2-like 4|brahma protein-like 1|global transcription activator homologous sequence|homeotic gene regulator|mitotic growth and transcription activator|nuclear protein GRB1|protein BRG-1|protein brahma homolog 1|sucrose nonfermenting-like 4,19p13.2,19,NC_000019.10,10960997,11062277,plus,40,603254
9606,Homo sapiens,1045,0,live,CDX2,"CDX-3/AS, CDX3, CDX2",caudal type homeobox 2,homeobox protein CDX-2|caudal type homeobox transcription factor 2|caudal-type homeobox protein 2|homeobox protein miniCDX2,13q12.2,13,NC_000013.11,27960918,27969368,minus,4,600297
9606,Homo sapiens,3673,0,live,ITGA2,"BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2",integrin subunit alpha 2,"integrin alpha-2|CD49 antigen-like family member B|alpha 2 subunit of VLA-2 receptor|collagen receptor|human platelet alloantigen system 5|integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)|platelet antigen Br|platelet glycoprotein GPIa|platelet membrane glycoprotein Ia|very late activation protein 2 receptor, alpha-2 subunit",5q11.2,5,NC_000005.10,52989352,53094779,plus,30,192974
9606,Homo sapiens,2316,0,live,FLNA,"ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD",filamin A,"filamin-A|actin binding protein 280|alpha-filamin|endothelial actin-binding protein|epididymis secretory sperm binding protein|filamin A, alpha|filamin-1|non-muscle filamin",Xq28,X,NC_000023.11,154348531,154374638,minus,48,300017
9606,Homo sapiens,125,0,live,ADH1B,"ADH2, HEL-S-117","alcohol dehydrogenase 1B (class I), beta polypeptide","all-trans-retinol dehydrogenase [NAD()] ADH1B|ADH, beta subunit|alcohol dehydrogenase 2 (class I), beta polypeptide|alcohol dehydrogenase subunit beta|aldehyde reductase|epididymis secretory protein Li 117",4q23,4,NC_000004.12,99304971,99321401,minus,10,103720
9606,Homo sapiens,7508,0,live,XPC,"RAD4, XP3C, p125, XPC","XPC complex subunit, DNA damage recognition and repair factor","DNA repair protein complementing XP-C cells|mutant xeroderma pigmentosum group C|xeroderma pigmentosum, complementation group C",3p25.1,3,NC_000003.12,14145145,14178672,minus,18,613208
9606,Homo sapiens,283120,0,live,H19,"ASM, ASM1, BWS, D11S813E, LINC00008, MIR675HG, NCRNA00008, WT2",H19 imprinted maternally expressed transcript,"H19, imprinted maternally expressed transcript (non-protein coding)|H19, imprinted maternally expressed untranslated mRNA|MIR675 host|adult skeletal muscle|long intergenic non-protein coding RNA 8",11p15.5,11,NC_000011.10,1995176,2001466,minus,6,103280
9606,Homo sapiens,8856,0,live,NR1I2,"BXR, ONR1, PAR, PAR1, PAR2, PARq, PRR, PXR, SAR, SXR",nuclear receptor subfamily 1 group I member 2,nuclear receptor subfamily 1 group I member 2|orphan nuclear receptor PAR1|orphan nuclear receptor PXR|pregnane X nuclear receptor variant 2|pregnane X receptor|steroid and xenobiotic receptor,3q13.33,3,NC_000003.12,119780484,119818485,plus,10,603065
9606,Homo sapiens,898,0,live,CCNE1,"CCNE, pCCNE1",cyclin E1,G1/S-specific cyclin-E1,19q12,19,NC_000019.10,29811991,29824312,plus,12,123837
9606,Homo sapiens,2735,0,live,GLI1,"GLI, PAPA8, PPD1",GLI family zinc finger 1,zinc finger protein GLI1|GLI-Kruppel family member GLI1|glioma-associated oncogene 1|glioma-associated oncogene homolog 1 (zinc finger protein)|oncogene GLI,12q13.3,12,NC_000012.12,57459785,57472451,plus,13,165220
9606,Homo sapiens,604,0,live,BCL6,"BCL5A, LAZ3, ZBTB27, ZNF51, BCL6",BCL6 transcription repressor,B-cell lymphoma 6 protein|B cell CLL/lymphoma 6|B-cell lymphoma 5 protein|B-cell lymphoma 6 protein transcript|BCL-5|BCL-6|cys-his2 zinc finger transcription factor|lymphoma-associated zinc finger gene on chromosome 3|protein LAZ-3|zinc finger and BTB domain-containing protein 27|zinc finger protein 51|zinc finger transcription factor BCL6S,3q27.3,3,NC_000003.12,187721377,187745472,minus,12,109565
9606,Homo sapiens,6275,0,live,S100A4,"18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98",S100 calcium binding protein A4,"protein S100-A4|S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)|calcium placental protein|fibroblast-specific protein-1|leukemia multidrug resistance associated protein|malignant transformation suppression 1|metastasin 1|murine placental homolog|placental calcium-binding protein|protein Mts1",1q21.3,1,NC_000001.11,153543621,153545806,minus,4,114210
9606,Homo sapiens,2353,0,live,FOS,"AP-1, C-FOS, p55","Fos proto-oncogene, AP-1 transcription factor subunit","proto-oncogene c-Fos|FBJ murine osteosarcoma viral (v-fos) oncogene homolog (oncogene FOS)|FBJ murine osteosarcoma viral oncogene homolog|Fos proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 7|activator protein 1|cellular oncogene c-fos",14q24.3,14,NC_000014.9,75278828,75282230,plus,4,164810
9606,Homo sapiens,406906,0,live,MIR122,"MIR122A, MIRN122, MIRN122A, hsa-mir-122, miRNA122, miRNA122A, mir-122",microRNA 122,hsa-mir-122a|microRNA 122a,18q21.31,18,NC_000018.10,58451074,58451158,plus,1,609582
9606,Homo sapiens,8837,0,live,CFLAR,"CASH, CASP8AP1, CLARP, Casper, FLAME, FLAME-1, FLAME1, FLIP, I-FLICE, MRIT, c-FLIP, c-FLIPL, c-FLIPR, c-FLIPS, cFLIP",CASP8 and FADD like apoptosis regulator,CASP8 and FADD-like apoptosis regulator|FADD-like antiapoptotic molecule 1|MACH-related inducer of toxicity|caspase homolog|caspase-eight-related protein|caspase-like apoptosis regulatory protein|caspase-related inducer of apoptosis|cellular FLICE-like inhibitory protein|inhibitor of FLICE|testis secretory sperm-binding protein Li 233m|usurpin beta,2q33.1,2,NC_000002.12,201116104,201176687,plus,20,603599
9606,Homo sapiens,7514,0,live,XPO1,"CRM-1, CRM1, emb, exp1",exportin 1,"exportin-1|chromosome region maintenance 1 homolog|chromosome region maintenance 1 protein homolog|exportin 1 (CRM1 homolog, yeast)|exportin-1 (required for chromosome region maintenance)",2p15,2,NC_000002.12,61477849,61538522,minus,31,602559
9606,Homo sapiens,4803,0,live,NGF,"Beta-NGF, HSAN5B, NGF",nerve growth factor,"beta-nerve growth factor|nerve growth factor (beta polypeptide)|nerve growth factor, beta subunit|pro-nerve growth factor long",1p13.2,1,NC_000001.11,115285915,115338253,minus,4,162030
9606,Homo sapiens,2113,0,live,ETS1,"ETS-1, EWSR2, c-ets-1, p54","ETS proto-oncogene 1, transcription factor",protein C-ets-1|Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1|v-ets avian erythroblastosis virus E26 oncogene homolog 1,11q24.3,11,NC_000011.10,128458761,128587593,minus,12,164720
9606,Homo sapiens,5294,0,live,PIK3CG,"PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|1-phosphatidylinositol 3-kinase|PI3-kinase subunit gamma|phosphatidylinositol 3 kinase gamma, p110 gamma|phosphatidylinositol 3-kinase catalytic 110-kD gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|phosphoinositide-3-kinase gamma catalytic subunit|ptdIns-3-kinase subunit gamma|ptdIns-3-kinase subunit p110-gamma|serine/threonine protein kinase PIK3CG",7q22.3,7,NC_000007.14,106865282,106908980,plus,15,601232
9606,Homo sapiens,84868,0,live,HAVCR2,"CD366, HAVcr-2, KIM-3, SPTCL, TIM3, TIMD-3, TIMD3, Tim-3",hepatitis A virus cellular receptor 2,hepatitis A virus cellular receptor 2|T cell immunoglobulin mucin 3|T-cell immunoglobulin and mucin domain-containing protein 3|T-cell immunoglobulin mucin family member 3|T-cell immunoglobulin mucin receptor 3|T-cell membrane protein 3|kidney injury molecule-3,5q33.3,5,NC_000005.10,157085832,157109044,minus,7,606652
9606,Homo sapiens,94025,0,live,MUC16,CA125,"mucin 16, cell surface associated",mucin-16|CA125 ovarian cancer antigen|mucin-16 long isoform|mucin-16 short isoform|ovarian cancer-related tumor marker CA125|ovarian carcinoma antigen CA125,19p13.2,19,NC_000019.10,8848840,9010390,minus,88,606154
9606,Homo sapiens,6720,0,live,SREBF1,"SREBP1, bHLHd1",sterol regulatory element binding transcription factor 1,sterol regulatory element-binding protein 1|class D basic helix-loop-helix protein 1,17p11.2,17,NC_000017.11,17811334,17837017,minus,22,184756
9606,Homo sapiens,7534,0,live,YWHAZ,"14-3-3-zeta, HEL-S-3, HEL-S-93, HEL4, KCIP-1, POPCHAS, YWHAD",tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,"14-3-3 protein zeta/delta|14-3-3 delta|14-3-3 protein/cytosolic phospholipase A2|14-3-3 zeta|epididymis luminal protein 4|epididymis secretory protein Li 3|epididymis secretory protein Li 93|phospholipase A2|protein kinase C inhibitor protein-1|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, delta polypeptide|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide|tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide",8q22.3,8,NC_000008.11,100916523,100954068,minus,12,601288
9606,Homo sapiens,7056,0,live,THBD,"AHUS6, BDCA3, CD141, THPH12, THRM, TM",thrombomodulin,thrombomodulin|CD141 antigen|fetomodulin,20p11.21,20,NC_000020.11,23045633,23049672,minus,1,188040
9606,Homo sapiens,4914,0,live,NTRK1,"MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA",neurotrophic receptor tyrosine kinase 1,"high affinity nerve growth factor receptor|Oncogene TRK|TRK1-transforming tyrosine kinase protein|gp140trk|neurotrophic tyrosine kinase, receptor, type 1|tropomyosin-related kinase A|tyrosine kinase receptor A",1q23.1,1,NC_000001.11,156815750,156881850,plus,19,191315
9606,Homo sapiens,4830,0,live,NME1,"AWD, GAAD, NB, NBS, NDKA, NDPK-A, NDPKA, NM23, NM23-H1",NME/NM23 nucleoside diphosphate kinase 1,"nucleoside diphosphate kinase A|NDP kinase A|epididymis secretory sperm binding protein|granzyme A-activated DNase|metastasis inhibition factor nm23|non-metastatic cells 1, protein (NM23A) expressed in|tumor metastatic process-associated protein",17q21.33,17,NC_000017.11,51153559,51162089,plus,6,156490
9606,Homo sapiens,842,0,live,CASP9,"APAF-3, APAF3, ICE-LAP6, MCH6, PPP1R56",caspase 9,"caspase-9|ICE-like apoptotic protease 6|apoptotic protease MCH-6|apoptotic protease activating factor 3|caspase 9, apoptosis-related cysteine peptidase|protein phosphatase 1, regulatory subunit 56",1p36.21,1,NC_000001.11,15491401,15524912,minus,11,602234
9606,Homo sapiens,2052,0,live,EPHX1,"EPHX, EPOX, HYL1, MEH",epoxide hydrolase 1,"epoxide hydrolase 1|epoxide hydratase|epoxide hydrolase 1 microsomal|epoxide hydrolase 1, microsomal (xenobiotic)",1q42.12,1,NC_000001.11,225810074,225845563,plus,10,132810
9606,Homo sapiens,4221,0,live,MEN1,"MEAI, SCG2",menin 1,menin,11q13.1,11,NC_000011.10,64803514,64811294,minus,14,613733
9606,Homo sapiens,1410,0,live,CRYAB,"CMD1II, CRYA2, CTPP2, CTRCT16, HEL-S-101, HSPB5, MFM2",crystallin alpha B,alpha-crystallin B chain|epididymis secretory protein Li 101|heat shock protein beta-5|heat-shock 20 kD like-protein|renal carcinoma antigen NY-REN-27|rosenthal fiber component,11q23.1,11,NC_000011.10,111908564,111923740,minus,6,123590
9606,Homo sapiens,5617,0,live,PRL,GHA1,prolactin,prolactin|decidual prolactin|growth hormone A1,6p22.3,6,NC_000006.12,22287246,22302897,minus,7,176760
9606,Homo sapiens,7329,0,live,UBE2I,"C358B7.1, P18, UBC9",ubiquitin conjugating enzyme E2 I,"SUMO-conjugating enzyme UBC9|RING-type E3 SUMO transferase UBC9|SUMO-1-protein ligase|SUMO-protein ligase|ubiquitin carrier protein 9|ubiquitin carrier protein I|ubiquitin conjugating enzyme 9|ubiquitin conjugating enzyme E2I|ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)|ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9)|ubiquitin-conjugating enzyme UbcE2A|ubiquitin-like protein SUMO-1 conjugating enzyme|ubiquitin-protein ligase E2I|ubiquitin-protein ligase I",16p13.3,16,NC_000016.10,1309152,1327017,plus,10,601661
9606,Homo sapiens,3297,0,live,HSF1,HSTF1,heat shock transcription factor 1,heat shock factor protein 1,8q24.3,8,NC_000008.11,144291603,144314720,plus,14,140580
9606,Homo sapiens,5770,0,live,PTPN1,PTP1B,protein tyrosine phosphatase non-receptor type 1,"tyrosine-protein phosphatase non-receptor type 1|protein tyrosine phosphatase, placental|protein-tyrosine phosphatase 1B",20q13.13,20,NC_000020.11,50510321,50585241,plus,10,176885
9606,Homo sapiens,7045,0,live,TGFBI,"BIGH3, CDB1, CDG2, CDGG1, CSD, CSD1, CSD2, CSD3, EBMD, LCD1",transforming growth factor beta induced,"transforming growth factor-beta-induced protein ig-h3|RGD-CAP|RGD-containing collagen-associated protein|beta ig-h3|betaig-h3|kerato-epithelin|transforming growth factor beta-induced 68kDa|transforming growth factor, beta-induced, 68kD",5q31.1,5,NC_000005.10,136028988,136063818,plus,17,601692
9606,Homo sapiens,358,0,live,AQP1,"AQP-CHIP, CHIP28, CO",aquaporin 1 (Colton blood group),"aquaporin-1|aquaporin 1 (channel-forming integral protein, 28kDa, CO blood group)|aquaporin 1, Colton blood group antigen|aquaporin-CHIP|channel-like integral membrane protein, 28-kDa|urine water channel|water channel protein for red blood cells and kidney proximal tubule",7p14.3,7,NC_000007.14,30911694,30925517,plus,4,107776
9606,Homo sapiens,1030,0,live,CDKN2B,"CDK4I, INK4B, MTS2, P15, TP15, p15INK4b",cyclin dependent kinase inhibitor 2B,"cyclin-dependent kinase 4 inhibitor B|CDK inhibitory protein|CDK4B inhibitor|MTS-2|cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)|cyclin-dependent kinases 4 and 6 binding protein|multiple tumor suppressor 2|p14-INK4b|p14_CDK inhibitor|p14_INK4B|p15 CDK inhibitor|p15-INK4b|p15_INK4B",9p21.3,9,NC_000009.12,22002903,22009313,minus,2,600431
9606,Homo sapiens,55294,0,live,FBXW7,"AGO, CDC4, FBW6, FBW7, FBX30, FBXO30, FBXW6, SEL-10, SEL10, hAgo, hCdc4",F-box and WD repeat domain containing 7,"F-box/WD repeat-containing protein 7|F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase|F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)|F-box protein FBW7|F-box protein FBX30|F-box protein SEL-10|archipelago|homolog of C elegans sel-10",4q31.3,4,NC_000004.12,152320544,152536873,minus,18,606278
9606,Homo sapiens,1278,0,live,COL1A2,"EDSARTH2, EDSCV, OI4",collagen type I alpha 2 chain,"collagen alpha-2(I) chain|alpha 2 type I procollagen|alpha 2(I) procollagen|alpha 2(I)-collagen|alpha-2 type I collagen|collagen I, alpha-2 polypeptide|collagen of skin, tendon and bone, alpha-2 chain|collagen, type I, alpha 2|epididymis secretory sperm binding protein|type I procollagen",7q21.3,7,NC_000007.14,94394895,94431227,plus,52,120160
9606,Homo sapiens,2289,0,live,FKBP5,"AIG61, FKBP54, P54, PPIase, Ptg-10, FKBP5",FKBP prolyl isomerase 5,peptidyl-prolyl cis-trans isomerase FKBP5|51 kDa FK506-binding protein|51 kDa FKBP|54 kDa progesterone receptor-associated immunophilin|FF1 antigen|FK506 binding protein 5|FKBP-51|HSP90-binding immunophilin|PPIase FKBP5|T-cell FK506-binding protein|androgen-regulated protein 6|peptidylprolyl cis-trans isomerase|rotamase,6p21.31,6,NC_000006.12,35573585,35728583,minus,13,602623
9606,Homo sapiens,3678,0,live,ITGA5,"CD49e, FNRA, VLA-5, VLA5A",integrin subunit alpha 5,"integrin alpha-5|CD49 antigen-like family member E|ITGA5/SLC9B1 fusion|fibronectin receptor subunit alpha|fibronectin receptor, alpha polypeptide|fibronectin receptor, alpha subunit|integrin alpha-F|integrin, alpha 5 (fibronectin receptor, alpha polypeptide)|very late activation protein 5, alpha subunit",12q13.13,12,NC_000012.12,54395261,54419266,minus,31,135620
9606,Homo sapiens,2066,0,live,ERBB4,"ALS19, HER4, p180erbB4",erb-b2 receptor tyrosine kinase 4,receptor tyrosine-protein kinase erbB-4|avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|human epidermal growth factor receptor 4|proto-oncogene-like protein c-ErbB-4|tyrosine kinase-type cell surface receptor HER4|v-erb-a erythroblastic leukemia viral oncogene homolog 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,2q34,2,NC_000002.12,211375717,212538802,minus,31,600543
9606,Homo sapiens,5788,0,live,PTPRC,"B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200",protein tyrosine phosphatase receptor type C,"receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide",1q31.3-q32.1,1,NC_000001.11,198638968,198757476,plus,34,151460
9606,Homo sapiens,92140,0,live,MTDH,"3D3, AEG-1, AEG1, LYRIC, LYRIC/3D3",metadherin,protein LYRIC|3D3/LYRIC|astrocyte elevated gene 1|astrocyte elevated gene-1 protein|lysine-rich CEACAM1 co-isolated protein|metastasis adhesion protein,8q22.1,8,NC_000008.11,97643972,97730260,plus,13,610323
9606,Homo sapiens,3897,0,live,L1CAM,"CAML1, CD171, HSAS, HSAS1, MASA, MIC5, N-CAM-L1, N-CAML1, NCAM-L1, S10, SPG1",L1 cell adhesion molecule,neural cell adhesion molecule L1|antigen identified by monoclonal antibody R1,Xq28,X,NC_000023.11,153861514,153886173,minus,29,308840
9606,Homo sapiens,5175,0,live,PECAM1,"CD31, CD31/EndoCAM, GPIIA', PECA1, PECAM-1, endoCAM",platelet and endothelial cell adhesion molecule 1,platelet endothelial cell adhesion molecule|CD31 antigen|platelet endothelial cell adhesion molecule-1,17q23.3,17,NC_000017.11,64319415,64413844,minus,19,173445
9606,Homo sapiens,2956,0,live,MSH6,"GTBP, GTMBP, HNPCC5, HSAP, p160",mutS homolog 6,DNA mismatch repair protein Msh6|G/T mismatch-binding protein|mutS protein homolog 6|mutS-alpha 160 kDa subunit|sperm-associated protein,2p16.3,2,NC_000002.12,47783082,47806954,plus,12,600678
9606,Homo sapiens,695,0,live,BTK,"AGMX1, AT, ATK, BPK, IGHD3, IMD1, PSCTK1, XLA",Bruton tyrosine kinase,tyrosine-protein kinase BTK|B-cell progenitor kinase|Bruton agammaglobulinemia tyrosine kinase|Bruton's tyrosine kinase|agammaglobulinaemia tyrosine kinase|dominant-negative kinase-deficient Brutons tyrosine kinase|truncated Bruton agammaglobulinemia tyrosine kinase|tyrosine-protein kinase BTK isoform (lacking exon 13 to 17)|tyrosine-protein kinase BTK isoform (lacking exon 14),Xq22.1,X,NC_000023.11,101349447,101390796,minus,21,300300
9606,Homo sapiens,2266,0,live,FGG,,fibrinogen gamma chain,"fibrinogen gamma chain|fibrinogen, gamma polypeptide|testicular tissue protein Li 70",4q32.1,4,NC_000004.12,154604134,154612808,minus,10,134850
9606,Homo sapiens,1147,0,live,CHUK,"IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16",component of inhibitor of nuclear factor kappa B kinase complex,inhibitor of nuclear factor kappa-B kinase subunit alpha|I-kappa-B kinase 1|I-kappa-B kinase-alpha|IKK-a kinase|IkB kinase alpha subunit|Nuclear factor NFkappaB inhibitor kinase alpha|TCF-16|conserved helix-loop-helix ubiquitous kinase|transcription factor 16,10q24.31,10,NC_000010.11,100188298,100229610,minus,23,600664
9606,Homo sapiens,6198,0,live,RPS6KB1,"PS6K, S6K, S6K-beta-1, S6K1, STK14A, p70 S6KA, p70(S6K)-alpha, p70-S6K, p70-alpha",ribosomal protein S6 kinase B1,"ribosomal protein S6 kinase beta-1|p70 S6 kinase, alpha|ribosomal protein S6 kinase I|ribosomal protein S6 kinase, 70kDa, polypeptide 1|serine/threonine kinase 14 alpha|serine/threonine-protein kinase 14A",17q23.1,17,NC_000017.11,59893046,59950574,plus,19,608938
9606,Homo sapiens,1508,0,live,CTSB,"APPS, CPSB, RECEUP",cathepsin B,cathepsin B|APP secretase|amyloid precursor protein secretase|cathepsin B1|cysteine protease|epididymis secretory sperm binding protein,8p23.1,8,NC_000008.11,11842524,11868118,minus,16,116810
9606,Homo sapiens,8795,0,live,TNFRSF10B,"CD262, DR5, KILLER, KILLER/DR5, TRAIL-R2, TRAILR2, TRICK2, TRICK2A, TRICK2B, TRICKB, ZTNFR9",TNF receptor superfamily member 10b,"tumor necrosis factor receptor superfamily member 10B|Fas-like protein|TNF-related apoptosis-inducing ligand receptor 2|apoptosis inducing protein TRICK2A/2B|apoptosis inducing receptor TRAIL-R2|cytotoxic TRAIL receptor-2|death domain containing receptor for TRAIL/Apo-2L|death receptor 5|p53-regulated DNA damage-inducible cell death receptor(killer)|tumor necrosis factor receptor superfamily, member 10b|tumor necrosis factor receptor-like protein ZTNFR9",8p21.3,8,NC_000008.11,23020133,23069031,minus,10,603612
9606,Homo sapiens,10763,0,live,NES,Nbla00170,nestin,nestin,1q23.1,1,NC_000001.11,156668763,156677407,minus,4,600915
9606,Homo sapiens,50507,0,live,NOX4,"KOX, KOX-1, RENOX",NADPH oxidase 4,NADPH oxidase 4|kidney oxidase-1|kidney superoxide-producing NADPH oxidase|renal NAD(P)H-oxidase,11q14.3,11,NC_000011.10,89324353,89589557,minus,29,605261
9606,Homo sapiens,406913,0,live,MIR126,"MIRN126, miRNA126, mir-126",microRNA 126,hsa-mir-126,9q34.3,9,NC_000009.12,136670602,136670686,plus,1,611767
9606,Homo sapiens,5155,0,live,PDGFB,"IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis",platelet derived growth factor subunit B,"platelet-derived growth factor subunit B|PDGF subunit B|PDGF, B chain|becaplermin|epididymis secretory sperm binding protein|platelet-derived growth factor 2|platelet-derived growth factor B chain|platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)|platelet-derived growth factor, beta polypeptide (oncogene SIS)|proto-oncogene c-Sis",22q13.1,22,NC_000022.11,39223359,39244982,minus,8,190040
9606,Homo sapiens,5604,0,live,MAP2K1,"CFC3, MAPKK1, MEK1, MKK1, PRKMK1",mitogen-activated protein kinase kinase 1,"dual specificity mitogen-activated protein kinase kinase 1|ERK activator kinase 1|MAPK/ERK kinase 1|MAPKK 1|MEK 1|protein kinase, mitogen-activated, kinase 1 (MAP kinase kinase 1)",15q22.31,15,NC_000015.10,66386912,66491544,plus,13,176872
9606,Homo sapiens,4915,0,live,NTRK2,"EIEE58, GP145-TrkB, OBHD, TRKB, trk-B",neurotrophic receptor tyrosine kinase 2,BDNF/NT-3 growth factors receptor|BDNF-tropomyosine receptor kinase B|neurotrophic tyrosine kinase receptor type 2|tropomyosin-related kinase B|tyrosine kinase receptor B,9q21.33,9,NC_000009.12,84668458,85027070,plus,28,600456
9606,Homo sapiens,2597,0,live,GAPDH,"G3PD, GAPD, HEL-S-162eP",glyceraldehyde-3-phosphate dehydrogenase,"glyceraldehyde-3-phosphate dehydrogenase|OCAS, p38 component|Oct1 coactivator in S phase, 38 Kd component|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH",12p13.31,12,NC_000012.12,6534517,6538371,plus,10,138400
9606,Homo sapiens,1969,0,live,EPHA2,"ARCC2, CTPA, CTPP1, CTRCT6, ECK",EPH receptor A2,ephrin type-A receptor 2|epithelial cell receptor protein tyrosine kinase|soluble EPHA2 variant 1|tyrosine-protein kinase receptor ECK,1p36.13,1,NC_000001.11,16124337,16156104,minus,18,176946
9606,Homo sapiens,100133941,0,live,CD24,CD24A,CD24 molecule,signal transducer CD24|CD24 antigen (small cell lung carcinoma cluster 4 antigen),6q21,6,NC_000006.12,106969831,106976855,minus,5,600074
9606,Homo sapiens,2194,0,live,FASN,"FAS, OA-519, SDR27X1",fatty acid synthase,"fatty acid synthase|short chain dehydrogenase/reductase family 27X, member 1",17q25.3,17,NC_000017.11,82078338,82098303,minus,43,600212
9606,Homo sapiens,1244,0,live,ABCC2,"ABC30, CMOAT, DJS, MRP2, cMRP",ATP binding cassette subfamily C member 2,"canalicular multispecific organic anion transporter 1|ATP-binding cassette, sub-family C (CFTR/MRP), member 2|canalicular multidrug resistance protein|multidrug resistance-associated protein 2",10q24.2,10,NC_000010.11,99782602,99853741,plus,34,601107
