tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,875,0,live,CBS,"CBSL, HIP4",cystathionine beta-synthase,cystathionine beta-synthase|Cystathionine beta-synthase-like protein|beta-thionase|methylcysteine synthase|serine sulfhydrase,21q22.3,21,NC_000021.9,43053190,43076861,minus,23,613381
9606,Homo sapiens,1789,0,live,DNMT3B,"ICF, ICF1, M.HsaIIIB",DNA methyltransferase 3 beta,DNA (cytosine-5)-methyltransferase 3B|DNA (cytosine-5-)-methyltransferase 3 beta|DNA MTase HsaIIIB|DNA cytosine-5--methyltransferase 3 beta|DNA methyltransferase HsaIIIB,20q11.21,20,NC_000020.11,32762385,32809356,plus,24,602900
9606,Homo sapiens,6462,0,live,SHBG,"ABP, SBP, TEBG",sex hormone binding globulin,sex hormone-binding globulin|sex steroid-binding protein|testis-specific androgen-binding protein|testosterone-binding beta-globulin|testosterone-estradiol-binding globulin|testosterone-estrogen-binding globulin,17p13.1,17,NC_000017.11,7614064,7633383,plus,10,182205
9606,Homo sapiens,10599,0,live,SLCO1B1,"HBLRR, LST-1, LST1, OATP-C, OATP1B1, OATP2, OATPC, SLC21A6",solute carrier organic anion transporter family member 1B1,"solute carrier organic anion transporter family member 1B1|OATP-2|liver-specific organic anion transporter 1|sodium-independent organic anion-transporting polypeptide 2|solute carrier family 21 (organic anion transporter), member 6",12p12.1,12,NC_000012.12,21131194,21239796,plus,15,604843
9606,Homo sapiens,6093,0,live,ROCK1,"P160ROCK, ROCK-I",Rho associated coiled-coil containing protein kinase 1,rho-associated protein kinase 1|p160 ROCK-1|renal carcinoma antigen NY-REN-35,18q11.1,18,NC_000018.10,20946906,21111813,minus,33,601702
9606,Homo sapiens,6502,0,live,SKP2,"FBL1, FBXL1, FLB1, p45",S-phase kinase associated protein 2,"S-phase kinase-associated protein 2|CDK2/cyclin A-associated protein p45|F-box/LRR-repeat protein 1|S-phase kinase-associated protein 2, E3 ubiquitin protein ligase|p45skp2",5p13.2,5,NC_000005.10,36152043,36184319,plus,11,601436
9606,Homo sapiens,2243,0,live,FGA,Fib2,fibrinogen alpha chain,"fibrinogen alpha chain|fibrinogen, A alpha polypeptide",4q31.3,4,NC_000004.12,154583126,154590742,minus,6,134820
9606,Homo sapiens,5228,0,live,PGF,"D12S1900L, PIGF, PLGF, PlGF-2, SHGC-10760, PGF",placental growth factor,"placenta growth factor|placental growth factor, vascular endothelial growth factor-related protein",14q24.3,14,NC_000014.9,74941830,74955764,minus,7,601121
9606,Homo sapiens,5176,0,live,SERPINF1,"EPC-1, OI12, OI6, PEDF, PIG35",serpin family F member 1,"pigment epithelium-derived factor|alpha-2 antiplasmin|cell proliferation-inducing gene 35 protein|serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1|serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1|testis tissue sperm-binding protein Li 70n",17p13.3,17,NC_000017.11,1761925,1777574,plus,9,172860
9606,Homo sapiens,7941,0,live,PLA2G7,"LDL-PLA2, LP-PLA2, PAFAD, PAFAH",phospholipase A2 group VII,"platelet-activating factor acetylhydrolase|1-alkyl-2-acetylglycerophosphocholine esterase|2-acetyl-1-alkylglycerophosphocholine esterase|LDL-PLA(2)|LDL-associated phospholipase A2|PAF 2-acylhydrolase|PAF acetylhydrolase|gVIIA-PLA2|group-VIIA phospholipase A2|lipoprotein-associated phospholipase A2|phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",6p12.3,6,NC_000006.12,46700558,46735836,minus,13,601690
9606,Homo sapiens,3566,0,live,IL4R,"CD124, IL-4RAA, IL4R",interleukin 4 receptor,interleukin-4 receptor subunit alpha|IL-4 receptor subunit alpha|IL4R nirs variant 1|interleukin 13 receptor|interleukin-4 receptor alpha chain,16p12.1,16,NC_000016.10,27313668,27364778,plus,16,147781
9606,Homo sapiens,149233,0,live,IL23R,,interleukin 23 receptor,interleukin-23 receptor|IL-23 receptor,1p31.3,1,NC_000001.11,67138639,67259979,plus,13,607562
9606,Homo sapiens,6382,0,live,SDC1,"CD138, SDC, SYND1, syndecan",syndecan 1,syndecan-1|CD138 antigen|heparan sulfate proteoglycan fibroblast growth factor receptor|syndecan proteoglycan 1,2p24.1,2,NC_000002.12,20200797,20225433,minus,9,186355
9606,Homo sapiens,947,0,live,CD34,,CD34 molecule,hematopoietic progenitor cell antigen CD34|CD34 antigen,1q32.2,1,NC_000001.11,207880972,207911125,minus,8,142230
9606,Homo sapiens,801,0,live,CALM1,"CALML2, CAM2, CAM3, CAMB, CAMC, CAMI, CAMIII, CPVT4, DD132, LQT14, PHKD, caM",calmodulin 1,"calmodulin-1|Calmodulin-2|Calmodulin-3|calmodulin 1 (phosphorylase kinase, delta)|phosphorylase kinase subunit delta|phosphorylase kinase, delta subunit|prepro-calmodulin 1",14q32.11,14,NC_000014.9,90396502,90408275,plus,8,114180
9606,Homo sapiens,6678,0,live,SPARC,"BM-40, OI17, ON, ONT",secreted protein acidic and cysteine rich,"SPARC|basement-membrane protein 40|secreted protein, acidic, cysteine-rich (osteonectin)",5q33.1,5,NC_000005.10,151661096,151686915,minus,10,182120
9606,Homo sapiens,5428,0,live,POLG,"MDP1, MIRAS, MTDPS4A, MTDPS4B, PEO1, POLGA, SANDO, SCAE, POLG","DNA polymerase gamma, catalytic subunit","DNA polymerase subunit gamma-1|PolG-alpha|mitochondrial DNA polymerase catalytic subunit|mitochondrial polymerase gamma catalytic subunit|polymerase (DNA directed), gamma|polymerase (DNA) gamma, catalytic subunit|truncated mitochondrial DNA polymerase gamma catalytic subunit|truncated mitochondrial polymerase gamma catalytic subunit",15q26.1,15,NC_000015.10,89316305,89334824,minus,23,174763
9606,Homo sapiens,7295,0,live,TXN,"TRDX, TRX, TRX1",thioredoxin,thioredoxin|ADF|ATL-derived factor|SASP|TXN delta 3|surface-associated sulphydryl protein|testicular tissue protein Li 199|thioredoxin delta 3,9q31.3,9,NC_000009.12,110243810,110256507,minus,5,187700
9606,Homo sapiens,6256,0,live,RXRA,NR2B1,retinoid X receptor alpha,retinoic acid receptor RXR-alpha|nuclear receptor subfamily 2 group B member 1|retinoid X nuclear receptor alpha,9q34.2,9,NC_000009.12,134326455,134440586,plus,12,180245
9606,Homo sapiens,6597,0,live,SMARCA4,"BAF190, BAF190A, BRG1, CSS4, MRD16, RTPS2, SNF2, SNF2-beta, SNF2L4, SNF2LB, SWI2, hSNF2b","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",transcription activator BRG1|ATP-dependent helicase SMARCA4|BRG1-associated factor 190A|BRM/SWI2-related gene 1|SNF2-like 4|brahma protein-like 1|global transcription activator homologous sequence|homeotic gene regulator|mitotic growth and transcription activator|nuclear protein GRB1|protein BRG-1|protein brahma homolog 1|sucrose nonfermenting-like 4,19p13.2,19,NC_000019.10,10960997,11062277,plus,40,603254
9606,Homo sapiens,768,0,live,CA9,"CAIX, MN",carbonic anhydrase 9,carbonic anhydrase 9|CA-IX|P54/58N|RCC-associated antigen G250|RCC-associated protein G250|carbonate dehydratase IX|carbonic anhydrase IX|carbonic dehydratase|membrane antigen MN|pMW1|renal cell carcinoma-associated antigen G250,9p13.3,9,NC_000009.12,35673809,35681159,plus,11,603179
9606,Homo sapiens,1045,0,live,CDX2,"CDX-3/AS, CDX3, CDX2",caudal type homeobox 2,homeobox protein CDX-2|caudal type homeobox transcription factor 2|caudal-type homeobox protein 2|homeobox protein miniCDX2,13q12.2,13,NC_000013.11,27960918,27969368,minus,4,600297
9606,Homo sapiens,3673,0,live,ITGA2,"BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2",integrin subunit alpha 2,"integrin alpha-2|CD49 antigen-like family member B|alpha 2 subunit of VLA-2 receptor|collagen receptor|human platelet alloantigen system 5|integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)|platelet antigen Br|platelet glycoprotein GPIa|platelet membrane glycoprotein Ia|very late activation protein 2 receptor, alpha-2 subunit",5q11.2,5,NC_000005.10,52989352,53094779,plus,30,192974
9606,Homo sapiens,1555,0,live,CYP2B6,"CPB6, CYP2B, CYP2B7, CYP2B7P, CYPIIB6, EFVM, IIB1, P450",cytochrome P450 family 2 subfamily B member 6,"cytochrome P450 2B6|1,4-cineole 2-exo-monooxygenase|cytochrome P450 IIB1|cytochrome P450, family 2, subfamily B, polypeptide 6|cytochrome P450, subfamily IIB (phenobarbital-inducible), polypeptide 6",19q13.2,19,NC_000019.10,40991282,41018398,plus,9,123930
9606,Homo sapiens,8651,0,live,SOCS1,"CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3",suppressor of cytokine signaling 1,suppressor of cytokine signaling 1|JAK binding protein|STAT induced SH3 protein 1|STAT-induced STAT inhibitor 1|Tec-interacting protein 3|cytokine-inducible SH2 protein 1,16p13.13,16,NC_000016.10,11254417,11256182,minus,2,603597
9606,Homo sapiens,2316,0,live,FLNA,"ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD",filamin A,"filamin-A|actin binding protein 280|alpha-filamin|endothelial actin-binding protein|epididymis secretory sperm binding protein|filamin A, alpha|filamin-1|non-muscle filamin",Xq28,X,NC_000023.11,154348531,154374638,minus,48,300017
9606,Homo sapiens,125,0,live,ADH1B,"ADH2, HEL-S-117","alcohol dehydrogenase 1B (class I), beta polypeptide","all-trans-retinol dehydrogenase [NAD()] ADH1B|ADH, beta subunit|alcohol dehydrogenase 2 (class I), beta polypeptide|alcohol dehydrogenase subunit beta|aldehyde reductase|epididymis secretory protein Li 117",4q23,4,NC_000004.12,99304971,99321401,minus,10,103720
9606,Homo sapiens,7508,0,live,XPC,"RAD4, XP3C, p125, XPC","XPC complex subunit, DNA damage recognition and repair factor","DNA repair protein complementing XP-C cells|mutant xeroderma pigmentosum group C|xeroderma pigmentosum, complementation group C",3p25.1,3,NC_000003.12,14145145,14178672,minus,18,613208
9606,Homo sapiens,283120,0,live,H19,"ASM, ASM1, BWS, D11S813E, LINC00008, MIR675HG, NCRNA00008, WT2",H19 imprinted maternally expressed transcript,"H19, imprinted maternally expressed transcript (non-protein coding)|H19, imprinted maternally expressed untranslated mRNA|MIR675 host|adult skeletal muscle|long intergenic non-protein coding RNA 8",11p15.5,11,NC_000011.10,1995176,2001466,minus,6,103280
9606,Homo sapiens,8856,0,live,NR1I2,"BXR, ONR1, PAR, PAR1, PAR2, PARq, PRR, PXR, SAR, SXR",nuclear receptor subfamily 1 group I member 2,nuclear receptor subfamily 1 group I member 2|orphan nuclear receptor PAR1|orphan nuclear receptor PXR|pregnane X nuclear receptor variant 2|pregnane X receptor|steroid and xenobiotic receptor,3q13.33,3,NC_000003.12,119780484,119818485,plus,10,603065
9606,Homo sapiens,898,0,live,CCNE1,"CCNE, pCCNE1",cyclin E1,G1/S-specific cyclin-E1,19q12,19,NC_000019.10,29811991,29824312,plus,12,123837
9606,Homo sapiens,9212,0,live,AURKB,"AIK2, AIM-1, AIM1, ARK-2, ARK2, AurB, IPL1, PPP1R48, STK-1, STK12, STK5, aurkb-sv1, aurkb-sv2",aurora kinase B,"aurora kinase B|aurora kinase B-Sv1|aurora kinase B-Sv2|aurora- and Ipl1-like midbody-associated protein 1|aurora-1|aurora-B|aurora-related kinase 2|aurora/IPL1-related kinase 2|protein phosphatase 1, regulatory subunit 48|serine/threonine kinase 12|serine/threonine-protein kinase 12|serine/threonine-protein kinase 5|serine/threonine-protein kinase aurora-B",17p13.1,17,NC_000017.11,8204731,8210767,minus,10,604970
9606,Homo sapiens,2735,0,live,GLI1,"GLI, PAPA8, PPD1",GLI family zinc finger 1,zinc finger protein GLI1|GLI-Kruppel family member GLI1|glioma-associated oncogene 1|glioma-associated oncogene homolog 1 (zinc finger protein)|oncogene GLI,12q13.3,12,NC_000012.12,57459785,57472451,plus,13,165220
9606,Homo sapiens,604,0,live,BCL6,"BCL5A, LAZ3, ZBTB27, ZNF51, BCL6",BCL6 transcription repressor,B-cell lymphoma 6 protein|B cell CLL/lymphoma 6|B-cell lymphoma 5 protein|B-cell lymphoma 6 protein transcript|BCL-5|BCL-6|cys-his2 zinc finger transcription factor|lymphoma-associated zinc finger gene on chromosome 3|protein LAZ-3|zinc finger and BTB domain-containing protein 27|zinc finger protein 51|zinc finger transcription factor BCL6S,3q27.3,3,NC_000003.12,187721377,187745472,minus,12,109565
9606,Homo sapiens,6275,0,live,S100A4,"18A2, 42A, CAPL, FSP1, MTS1, P9KA, PEL98",S100 calcium binding protein A4,"protein S100-A4|S100 calcium-binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)|calcium placental protein|fibroblast-specific protein-1|leukemia multidrug resistance associated protein|malignant transformation suppression 1|metastasin 1|murine placental homolog|placental calcium-binding protein|protein Mts1",1q21.3,1,NC_000001.11,153543621,153545806,minus,4,114210
9606,Homo sapiens,3312,0,live,HSPA8,"HEL-33, HEL-S-72p, HSC54, HSC70, HSC71, HSP71, HSP73, HSPA10, LAP-1, LAP1, NIP71",heat shock protein family A (Hsp70) member 8,heat shock cognate 71 kDa protein|LPS-associated protein 1|N-myristoyltransferase inhibitor protein 71|constitutive heat shock protein 70|epididymis luminal protein 33|epididymis secretory sperm binding protein Li 72p|heat shock 70kDa protein 8|heat shock 70kd protein 10|heat shock cognate protein 54|lipopolysaccharide-associated protein 1,11q24.1,11,NC_000011.10,123057489,123062366,minus,10,600816
9606,Homo sapiens,2353,0,live,FOS,"AP-1, C-FOS, p55","Fos proto-oncogene, AP-1 transcription factor subunit","proto-oncogene c-Fos|FBJ murine osteosarcoma viral (v-fos) oncogene homolog (oncogene FOS)|FBJ murine osteosarcoma viral oncogene homolog|Fos proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 7|activator protein 1|cellular oncogene c-fos",14q24.3,14,NC_000014.9,75278828,75282230,plus,4,164810
9606,Homo sapiens,406906,0,live,MIR122,"MIR122A, MIRN122, MIRN122A, hsa-mir-122, miRNA122, miRNA122A, mir-122",microRNA 122,hsa-mir-122a|microRNA 122a,18q21.31,18,NC_000018.10,58451074,58451158,plus,1,609582
9606,Homo sapiens,5777,0,live,PTPN6,"HCP, HCPH, HPTP1C, PTP-1C, SH-PTP1, SHP-1, SHP-1L, SHP1",protein tyrosine phosphatase non-receptor type 6,tyrosine-protein phosphatase non-receptor type 6|hematopoietic cell phosphatase|hematopoietic cell protein-tyrosine phosphatase|protein-tyrosine phosphatase 1C|protein-tyrosine phosphatase SHP-1,12p13.31,12,NC_000012.12,6946577,6961316,plus,17,176883
9606,Homo sapiens,4973,0,live,OLR1,"CLEC8A, LOX1, LOXIN, SCARE1, SLOX1",oxidized low density lipoprotein receptor 1,"oxidized low-density lipoprotein receptor 1|C-type lectin domain family 8 member A|hLOX-1|lectin-type oxidized LDL receptor 1|ox LDL receptor 1|oxidized low density lipoprotein (lectin-like) receptor 1|oxidized low-density lipoprotein receptor 1, soluble form|scavenger receptor class E, member 1",12p13.2,12,NC_000012.12,10158300,10172191,minus,6,602601
9606,Homo sapiens,5610,0,live,EIF2AK2,"EIF2AK1, PKR, PPP1R83, PRKR",eukaryotic translation initiation factor 2 alpha kinase 2,"interferon-induced, double-stranded RNA-activated protein kinase|P1/eIF-2A protein kinase|double stranded RNA activated protein kinase|eIF-2A protein kinase 2|interferon-inducible elF2alpha kinase|p68 kinase|protein kinase R|protein kinase, interferon-inducible double stranded RNA dependent|protein phosphatase 1, regulatory subunit 83|tyrosine-protein kinase EIF2AK2",2p22.2,2,NC_000002.12,37099210,37157065,minus,17,176871
9606,Homo sapiens,8837,0,live,CFLAR,"CASH, CASP8AP1, CLARP, Casper, FLAME, FLAME-1, FLAME1, FLIP, I-FLICE, MRIT, c-FLIP, c-FLIPL, c-FLIPR, c-FLIPS, cFLIP",CASP8 and FADD like apoptosis regulator,CASP8 and FADD-like apoptosis regulator|FADD-like antiapoptotic molecule 1|MACH-related inducer of toxicity|caspase homolog|caspase-eight-related protein|caspase-like apoptosis regulatory protein|caspase-related inducer of apoptosis|cellular FLICE-like inhibitory protein|inhibitor of FLICE|testis secretory sperm-binding protein Li 233m|usurpin beta,2q33.1,2,NC_000002.12,201116104,201176687,plus,20,603599
9606,Homo sapiens,1536,0,live,CYBB,"AMCBX2, CGD, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX",cytochrome b-245 beta chain,cytochrome b-245 heavy chain|CGD91-phox|NADPH oxidase 2|cytochrome b(558) subunit beta|cytochrome b-245 beta polypeptide|cytochrome b558 subunit beta|heme-binding membrane glycoprotein gp91phox|neutrophil cytochrome b 91 kDa polypeptide|p22 phagocyte B-cytochrome|superoxide-generating NADPH oxidase heavy chain subunit,Xp21.1-p11.4,X,NC_000023.11,37780059,37813461,plus,13,300481
9606,Homo sapiens,7514,0,live,XPO1,"CRM-1, CRM1, emb, exp1",exportin 1,"exportin-1|chromosome region maintenance 1 homolog|chromosome region maintenance 1 protein homolog|exportin 1 (CRM1 homolog, yeast)|exportin-1 (required for chromosome region maintenance)",2p15,2,NC_000002.12,61477849,61538522,minus,31,602559
9606,Homo sapiens,4803,0,live,NGF,"Beta-NGF, HSAN5B, NGF",nerve growth factor,"beta-nerve growth factor|nerve growth factor (beta polypeptide)|nerve growth factor, beta subunit|pro-nerve growth factor long",1p13.2,1,NC_000001.11,115285915,115338253,minus,4,162030
9606,Homo sapiens,2113,0,live,ETS1,"ETS-1, EWSR2, c-ets-1, p54","ETS proto-oncogene 1, transcription factor",protein C-ets-1|Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1|v-ets avian erythroblastosis virus E26 oncogene homolog 1,11q24.3,11,NC_000011.10,128458761,128587593,minus,12,164720
9606,Homo sapiens,5294,0,live,PIK3CG,"PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|1-phosphatidylinositol 3-kinase|PI3-kinase subunit gamma|phosphatidylinositol 3 kinase gamma, p110 gamma|phosphatidylinositol 3-kinase catalytic 110-kD gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|phosphoinositide-3-kinase gamma catalytic subunit|ptdIns-3-kinase subunit gamma|ptdIns-3-kinase subunit p110-gamma|serine/threonine protein kinase PIK3CG",7q22.3,7,NC_000007.14,106865282,106908980,plus,15,601232
9606,Homo sapiens,84868,0,live,HAVCR2,"CD366, HAVcr-2, KIM-3, SPTCL, TIM3, TIMD-3, TIMD3, Tim-3",hepatitis A virus cellular receptor 2,hepatitis A virus cellular receptor 2|T cell immunoglobulin mucin 3|T-cell immunoglobulin and mucin domain-containing protein 3|T-cell immunoglobulin mucin family member 3|T-cell immunoglobulin mucin receptor 3|T-cell membrane protein 3|kidney injury molecule-3,5q33.3,5,NC_000005.10,157085832,157109044,minus,7,606652
9606,Homo sapiens,7037,0,live,TFRC,"CD71, IMD46, T9, TFR, TFR1, TR, TRFR, p90",transferrin receptor,transferrin receptor protein 1,3q29,3,NC_000003.12,196018694,196082123,minus,24,190010
9606,Homo sapiens,94025,0,live,MUC16,CA125,"mucin 16, cell surface associated",mucin-16|CA125 ovarian cancer antigen|mucin-16 long isoform|mucin-16 short isoform|ovarian cancer-related tumor marker CA125|ovarian carcinoma antigen CA125,19p13.2,19,NC_000019.10,8848840,9010390,minus,88,606154
9606,Homo sapiens,6720,0,live,SREBF1,"SREBP1, bHLHd1",sterol regulatory element binding transcription factor 1,sterol regulatory element-binding protein 1|class D basic helix-loop-helix protein 1,17p11.2,17,NC_000017.11,17811334,17837017,minus,22,184756
9606,Homo sapiens,4311,0,live,MME,"CALLA, CD10, CMT2T, NEP, SCA43, SFE",membrane metalloendopeptidase,"neprilysin|atriopeptidase|common acute lymphocytic leukemia antigen|membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)|membrane metallo-endopeptidase variant 1|membrane metallo-endopeptidase variant 2|neprilysin-390|neprilysin-411|neutral endopeptidase 24.11|skin fibroblast elastase",3q25.2,3,NC_000003.12,155024124,155183729,plus,30,120520
9606,Homo sapiens,7534,0,live,YWHAZ,"14-3-3-zeta, HEL-S-3, HEL-S-93, HEL4, KCIP-1, POPCHAS, YWHAD",tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,"14-3-3 protein zeta/delta|14-3-3 delta|14-3-3 protein/cytosolic phospholipase A2|14-3-3 zeta|epididymis luminal protein 4|epididymis secretory protein Li 3|epididymis secretory protein Li 93|phospholipase A2|protein kinase C inhibitor protein-1|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, delta polypeptide|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide|tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide",8q22.3,8,NC_000008.11,100916523,100954068,minus,12,601288
9606,Homo sapiens,949,0,live,SCARB1,"CD36L1, CLA-1, CLA1, HDLQTL6, SR-BI, SRB1",scavenger receptor class B member 1,"scavenger receptor class B member 1|CD36 and LIMPII analogous 1|CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 1|scavenger receptor class B type III",12q24.31,12,NC_000012.12,124776856,124863864,minus,15,601040
9606,Homo sapiens,4914,0,live,NTRK1,"MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA",neurotrophic receptor tyrosine kinase 1,"high affinity nerve growth factor receptor|Oncogene TRK|TRK1-transforming tyrosine kinase protein|gp140trk|neurotrophic tyrosine kinase, receptor, type 1|tropomyosin-related kinase A|tyrosine kinase receptor A",1q23.1,1,NC_000001.11,156815750,156881850,plus,19,191315
9606,Homo sapiens,4830,0,live,NME1,"AWD, GAAD, NB, NBS, NDKA, NDPK-A, NDPKA, NM23, NM23-H1",NME/NM23 nucleoside diphosphate kinase 1,"nucleoside diphosphate kinase A|NDP kinase A|epididymis secretory sperm binding protein|granzyme A-activated DNase|metastasis inhibition factor nm23|non-metastatic cells 1, protein (NM23A) expressed in|tumor metastatic process-associated protein",17q21.33,17,NC_000017.11,51153559,51162089,plus,6,156490
9606,Homo sapiens,940,0,live,CD28,Tp44,CD28 molecule,T-cell-specific surface glycoprotein CD28|CD28 antigen,2q33.2,2,NC_000002.12,203706475,203739756,plus,4,186760
9606,Homo sapiens,842,0,live,CASP9,"APAF-3, APAF3, ICE-LAP6, MCH6, PPP1R56",caspase 9,"caspase-9|ICE-like apoptotic protease 6|apoptotic protease MCH-6|apoptotic protease activating factor 3|caspase 9, apoptosis-related cysteine peptidase|protein phosphatase 1, regulatory subunit 56",1p36.21,1,NC_000001.11,15491401,15524912,minus,11,602234
9606,Homo sapiens,2052,0,live,EPHX1,"EPHX, EPOX, HYL1, MEH",epoxide hydrolase 1,"epoxide hydrolase 1|epoxide hydratase|epoxide hydrolase 1 microsomal|epoxide hydrolase 1, microsomal (xenobiotic)",1q42.12,1,NC_000001.11,225810074,225845563,plus,10,132810
9606,Homo sapiens,7486,0,live,WRN,"RECQ3, RECQL2, RECQL3",WRN RecQ like helicase,"Werner syndrome ATP-dependent helicase|DNA helicase, RecQ-like type 3|Werner syndrome RecQ like helicase|Werner syndrome, RecQ helicase-like|exonuclease WRN|recQ protein-like 2",8p12,8,NC_000008.11,31033749,31176138,plus,38,604611
9606,Homo sapiens,4221,0,live,MEN1,"MEAI, SCG2",menin 1,menin,11q13.1,11,NC_000011.10,64803514,64811294,minus,14,613733
9606,Homo sapiens,1410,0,live,CRYAB,"CMD1II, CRYA2, CTPP2, CTRCT16, HEL-S-101, HSPB5, MFM2",crystallin alpha B,alpha-crystallin B chain|epididymis secretory protein Li 101|heat shock protein beta-5|heat-shock 20 kD like-protein|renal carcinoma antigen NY-REN-27|rosenthal fiber component,11q23.1,11,NC_000011.10,111908564,111923740,minus,6,123590
9606,Homo sapiens,5617,0,live,PRL,GHA1,prolactin,prolactin|decidual prolactin|growth hormone A1,6p22.3,6,NC_000006.12,22287246,22302897,minus,7,176760
9606,Homo sapiens,7329,0,live,UBE2I,"C358B7.1, P18, UBC9",ubiquitin conjugating enzyme E2 I,"SUMO-conjugating enzyme UBC9|RING-type E3 SUMO transferase UBC9|SUMO-1-protein ligase|SUMO-protein ligase|ubiquitin carrier protein 9|ubiquitin carrier protein I|ubiquitin conjugating enzyme 9|ubiquitin conjugating enzyme E2I|ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)|ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9)|ubiquitin-conjugating enzyme UbcE2A|ubiquitin-like protein SUMO-1 conjugating enzyme|ubiquitin-protein ligase E2I|ubiquitin-protein ligase I",16p13.3,16,NC_000016.10,1309152,1327017,plus,10,601661
9606,Homo sapiens,3592,0,live,IL12A,"CLMF, IL-12A, NFSK, NKSF1, P35",interleukin 12A,"interleukin-12 subunit alpha|CLMF p35|IL-12, subunit p35|IL35 subunit|NF cell stimulatory factor chain 1|NK cell stimulatory factor chain 1|cytotoxic lymphocyte maturation factor 1, p35|cytotoxic lymphocyte maturation factor 35 kDa subunit|interleukin 12, p35|interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)|interleukin-12 alpha chain",3q25.33,3,NC_000003.12,159988835,159996019,plus,7,161560
9606,Homo sapiens,2876,0,live,GPX1,"GPXD, GSHPX1",glutathione peroxidase 1,glutathione peroxidase 1|GSHPx-1|cellular glutathione peroxidase,3p21.31,3,NC_000003.12,49357171,49358600,minus,2,138320
9606,Homo sapiens,4595,0,live,MUTYH,MYH,mutY DNA glycosylase,adenine DNA glycosylase|A/G-specific adenine DNA glycosylase|mutY homolog|mutY-like protein,1p34.1,1,NC_000001.11,45329242,45340470,minus,22,604933
9606,Homo sapiens,50964,0,live,SOST,"CDD, DAND61, VBCH, SOST",sclerostin,sclerostin,17q21.31,17,NC_000017.11,43753738,43758791,minus,2,605740
9606,Homo sapiens,3661,0,live,IRF3,IIAE7,interferon regulatory factor 3,interferon regulatory factor 3,19q13.33,19,NC_000019.10,49659569,49665875,minus,10,603734
9606,Homo sapiens,3297,0,live,HSF1,HSTF1,heat shock transcription factor 1,heat shock factor protein 1,8q24.3,8,NC_000008.11,144291603,144314720,plus,14,140580
9606,Homo sapiens,5770,0,live,PTPN1,PTP1B,protein tyrosine phosphatase non-receptor type 1,"tyrosine-protein phosphatase non-receptor type 1|protein tyrosine phosphatase, placental|protein-tyrosine phosphatase 1B",20q13.13,20,NC_000020.11,50510321,50585241,plus,10,176885
9606,Homo sapiens,7045,0,live,TGFBI,"BIGH3, CDB1, CDG2, CDGG1, CSD, CSD1, CSD2, CSD3, EBMD, LCD1",transforming growth factor beta induced,"transforming growth factor-beta-induced protein ig-h3|RGD-CAP|RGD-containing collagen-associated protein|beta ig-h3|betaig-h3|kerato-epithelin|transforming growth factor beta-induced 68kDa|transforming growth factor, beta-induced, 68kD",5q31.1,5,NC_000005.10,136028988,136063818,plus,17,601692
9606,Homo sapiens,4548,0,live,MTR,"HMAG, MS, cblG",5-methyltetrahydrofolate-homocysteine methyltransferase,methionine synthase|5-methyltetrahydrofolate-homocysteine methyltransferase 1|cobalamin-dependent methionine synthase|vitamin-B12 dependent methionine synthase,1q43,1,NC_000001.11,236794304,236903981,plus,33,156570
